Name,Type,Description,Policy Area,Introduced,Sponsor,Cosponsors,Committees,Link,Introduced,Failed House Committee,Passed House Committee,Failed House,Passed House
H.Res. 46,Resolution,Removing Representative Mo Brooks from the House of Representatives.,Not assigned,1/13/21,"Rep. Henry C. Johnson (D, GA-4)",https://www.congress.gov/bill/117th-congress/house-resolution/46/cosponsors?pageSort=lastToFirst&loclr=cga-member&searchResultViewType=expanded,Ethics,https://www.congress.gov/bill/117th-congress/house-resolution/46/text,TRUE,FALSE,FALSE,FALSE,FALSE
Date,Action,Description,,,,,,,,,,,
1/13/21,Introduced in the House.,"H.Res. 24 is the article of impeachment for President Donald J. Trump, charging that he incited violence against the American government in attempting to overturn the results of the presidential election, leading to the storming of the Capitol by his supporters. The article also calls for him to be disqualified from ever holding office again.",,,,,,,,,,,
1/13/21,Referred to the House Ethics Committee,"All 222 House Democrats voted for impeachment, along with 10 Republicans, the most members of the president’s party out of all four impeachments. Trump is the first president to be impeached twice, and will face a trial in the Senate, likely after he leaves office on January 20.",,,,,,,,,,,
