Name,Type,Description,Policy Area,Introduced,Sponsor,Cosponsors,Committees,Link,Introduced,Failed House Committee,Passed House Committee,Failed House,Passed House,Failed Senate Committee,Passed Senate Committee,Failed Senate,Passed Senate,Resolving Differences,To President,Veto,House Veto Override,Senate Veto Override,Became Law
H.Res. 19,Resolution,Condemning and censuring Representative Louie Gohmert of Texas.,Congress,1/5/21,"Rep. Debbie Wasserman Schultz (D, FL-23)",https://www.congress.gov/bill/117th-congress/house-resolution/19/cosponsors,Ethics,https://www.congress.gov/bill/117th-congress/house-resolution/19/text,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,
Date,Action,Description,,,,,,,,,,,,,,,,,,,,,
1/5/21,Introduced in the House.,,,,,,,,,,,,,,,,,,,,,,
1/5/21,Referred to the House Ethics Committee.,,,,,,,,,,,,,,,,,,,,,,
